FID,Trans_Type,Purchase_T,City,SIG,EMD,Street_No,Main_No,Sub_No,Complex_Na,Lease_L__R,Road_Type,Area_㎡_,Land_Area_,Floor,Contract_Y,Contract_M,Contract_D,Price_1000,Deposit_10,Rent_10000,Constructe,Street_Add,Compiled_A,입력주소,X,Y,CLSS,PNU,주소구분,표준신주소,표준구주소,우편번호
16664,연립다세대,매매,부산광역시,동래구,칠산동,39-10,0039,0010,(39-10), , ,30.76,19.17,1,2011,7,25,4900, , ,1987,칠산로 20,부산광역시 동래구 칠산동 칠산로 20,부산광역시 동래구 칠산동 칠산로 20,390538,191807,정좌표,2626010300100390010,새주소,부산광역시 동래구 칠산로 20,부산광역시 동래구 칠산동 39-10,47801
16665,연립다세대,매매,부산광역시,동래구,칠산동,39-10,0039,0010,(39-10), , ,38.83,24.2,2,2011,9,19,4450, , ,1987,칠산로 20,부산광역시 동래구 칠산동 칠산로 20,부산광역시 동래구 칠산동 칠산로 20,390538,191807,정좌표,2626010300100390010,새주소,부산광역시 동래구 칠산로 20,부산광역시 동래구 칠산동 39-10,47801
16666,연립다세대,매매,부산광역시,동래구,칠산동,2-37,0002,0037,그린빌라, , ,82.53,40.92,4,2011,12,28,7000, , ,1992,칠산로60번길 5,부산광역시 동래구 칠산동 칠산로60번길 5,부산광역시 동래구 칠산동 칠산로60번길 5,390588,191598,정좌표,2626010300100020037,새주소,부산광역시 동래구 칠산로60번길 5,부산광역시 동래구 칠산동 2-37,47806
16673,연립다세대,매매,부산광역시,동래구,칠산동,1-109,0001,0109,성우주택(1-109), , ,46.59,33.47,2,2011,3,7,3800, , ,1990,칠산로39번가길 60-1,부산광역시 동래구 칠산동 칠산로39번가길 60-1,부산광역시 동래구 칠산동 칠산로39번가길 60-1,390681,191523,정좌표,2626010300100010109,새주소,부산광역시 동래구 칠산로39번가길 60-1,부산광역시 동래구 칠산동 1-109,47806
16674,연립다세대,매매,부산광역시,동래구,칠산동,1-109,0001,0109,성우주택(1-109), , ,46.59,33.47,2,2011,5,25,5600, , ,1990,칠산로39번가길 60-1,부산광역시 동래구 칠산동 칠산로39번가길 60-1,부산광역시 동래구 칠산동 칠산로39번가길 60-1,390681,191523,정좌표,2626010300100010109,새주소,부산광역시 동래구 칠산로39번가길 60-1,부산광역시 동래구 칠산동 1-109,47806
16675,연립다세대,매매,부산광역시,동래구,칠산동,1-98,0001,0098,수미, , ,52.32,26.65,4,2011,7,28,3040, , ,1991,칠산로55번길 16,부산광역시 동래구 칠산동 칠산로55번길 16,부산광역시 동래구 칠산동 칠산로55번길 16,390646,191584,정좌표,2626010300100010098,새주소,부산광역시 동래구 칠산로55번길 16,부산광역시 동래구 칠산동 1-98,47806
16676,연립다세대,매매,부산광역시,동래구,칠산동,1-98,0001,0098,수미, , ,44.96,27.36,2,2011,10,3,4750, , ,1991,칠산로55번길 16,부산광역시 동래구 칠산동 칠산로55번길 16,부산광역시 동래구 칠산동 칠산로55번길 16,390646,191584,정좌표,2626010300100010098,새주소,부산광역시 동래구 칠산로55번길 16,부산광역시 동래구 칠산동 1-98,47806
16677,연립다세대,매매,부산광역시,동래구,칠산동,5-2,0005,0002,"수정그린빌라A,B동", , ,55.02,43.87,1,2011,10,7,7250, , ,1996,칠산로39번길 24-12,부산광역시 동래구 칠산동 칠산로39번길 24-12,부산광역시 동래구 칠산동 칠산로39번길 24-12,390696,191654,정좌표,2626010300100050002,새주소,부산광역시 동래구 칠산로39번길 24-12,부산광역시 동래구 칠산동 5-2,47806
16678,연립다세대,매매,부산광역시,동래구,칠산동,5-2,0005,0002,"수정그린빌라A,B동", , ,55.02,43.87,2,2011,10,31,7800, , ,1996,칠산로39번길 24-12,부산광역시 동래구 칠산동 칠산로39번길 24-12,부산광역시 동래구 칠산동 칠산로39번길 24-12,390696,191654,정좌표,2626010300100050002,새주소,부산광역시 동래구 칠산로39번길 24-12,부산광역시 동래구 칠산동 5-2,47806
16685,연립다세대,매매,부산광역시,동래구,칠산동,57-6,0057,0006,우영빌리젠트34호, , ,78.29,40.93,3,2011,3,11,11800, , ,2003,동래로159번길 120,부산광역시 동래구 칠산동 동래로159번길 120,부산광역시 동래구 칠산동 동래로159번길 120,390513,191738,정좌표,2626010300100570006,새주소,부산광역시 동래구 동래로159번길 120,부산광역시 동래구 칠산동 57-6,47805
16686,연립다세대,매매,부산광역시,동래구,칠산동,57-6,0057,0006,우영빌리젠트34호, , ,65.4,34.19,5,2011,10,6,10000, , ,2003,동래로159번길 120,부산광역시 동래구 칠산동 동래로159번길 120,부산광역시 동래구 칠산동 동래로159번길 120,390513,191738,정좌표,2626010300100570006,새주소,부산광역시 동래구 동래로159번길 120,부산광역시 동래구 칠산동 57-6,47805
16687,연립다세대,매매,부산광역시,동래구,칠산동,1-3,0001,0003,정화빌라A동, , ,66.58,43.52,2,2011,1,4,5500, , ,1992,칠산로39번가길 10,부산광역시 동래구 칠산동 칠산로39번가길 10,부산광역시 동래구 칠산동 칠산로39번가길 10,390714,191692,정좌표,2626010300100040025,새주소,부산광역시 동래구 칠산로39번가길 10,부산광역시 동래구 칠산동 4-25,47806
17706,연립다세대,매매,부산광역시,부산진구,양정동,15-10,0015,0010,대덕빌라, , ,55.36,26.94,1,2011,3,22,8950, , ,1994,양연로34번길 15,부산광역시 부산진구 양정동 양연로34번길 15,부산광역시 부산진구 양정동 양연로34번길 15,389365,187895,정좌표,2623010100100150010,새주소,부산광역시 부산진구 양연로34번길 15,부산광역시 부산진구 양정동 15-10,47226
17710,연립다세대,매매,부산광역시,부산진구,양정동,32-145,0032,0145,대양, , ,73.1,59.26,2,2011,3,31,9800, , ,1993,진남로572번길 39,부산광역시 부산진구 양정동 진남로572번길 39,부산광역시 부산진구 양정동 진남로572번길 39,389133,187711,정좌표,2623010100100320145,새주소,부산광역시 부산진구 진남로572번길 39,부산광역시 부산진구 양정동 32-145,47225
18401,연립다세대,매매,부산광역시,북구,구포동,1030-78,1030,0078,강남그린빌라, , ,68.23,42.78,2,2011,11,9,9700, , ,1997,가람로24번길 15,부산광역시 북구 구포동 가람로24번길 15,부산광역시 북구 구포동 가람로24번길 15,381821,191252,정좌표,2632010500110250002,새주소,부산광역시 북구 가람로24번길 15,부산광역시 북구 구포동 1025-2,46585
18402,연립다세대,매매,부산광역시,북구,구포동,1027-1,1027,0001,강변빌라, , ,47.75,17.17,3,2011,4,8,4500, , ,1996,가람로24번길 10,부산광역시 북구 구포동 가람로24번길 10,부산광역시 북구 구포동 가람로24번길 10,381789,191256,정좌표,2632010500110270001,새주소,부산광역시 북구 가람로24번길 10,부산광역시 북구 구포동 1027-1,46585
18403,연립다세대,매매,부산광역시,북구,구포동,1027-1,1027,0001,강변빌라, , ,80.78,29.04,4,2011,12,31,11000, , ,1996,가람로24번길 10,부산광역시 북구 구포동 가람로24번길 10,부산광역시 북구 구포동 가람로24번길 10,381789,191256,정좌표,2632010500110270001,새주소,부산광역시 북구 가람로24번길 10,부산광역시 북구 구포동 1027-1,46585
18455,연립다세대,매매,부산광역시,북구,구포동,1030-77,1030,0077,낙동빌라, , ,57.36,26.14,3,2011,4,18,7000, , ,1996,가람로24번길 16,부산광역시 북구 구포동 가람로24번길 16,부산광역시 북구 구포동 가람로24번길 16,381809,191230,정좌표,2632010500110300077,새주소,부산광역시 북구 가람로24번길 16,부산광역시 북구 구포동 1030-77,46585
18470,연립다세대,매매,부산광역시,북구,구포동,996,0996,0000,대성빌라에이동, , ,75.88,52.65,4,2011,3,8,9600, , ,2002,낙동북로663번길 22,부산광역시 북구 구포동 낙동북로663번길 22,부산광역시 북구 구포동 낙동북로663번길 22,381893,191067,정좌표,2632010500109960000,새주소,부산광역시 북구 낙동북로663번길 22,부산광역시 북구 구포동 996,46588
18471,연립다세대,매매,부산광역시,북구,구포동,996,0996,0000,대성빌라에이동, , ,75.88,52.65,1,2011,9,8,11400, , ,2002,낙동북로663번길 22,부산광역시 북구 구포동 낙동북로663번길 22,부산광역시 북구 구포동 낙동북로663번길 22,381893,191067,정좌표,2632010500109960000,새주소,부산광역시 북구 낙동북로663번길 22,부산광역시 북구 구포동 996,46588
19778,연립다세대,매매,부산광역시,사상구,학장동,249-5,0249,0005,동양빌라(249-5), , ,62.49,33.84,4,2011,11,17,8700, , ,1997,학장로236번길 1-7,부산광역시 사상구 학장동 학장로236번길 1-7,부산광역시 사상구 학장동 학장로236번길 1-7,381524,184680,정좌표,2653010700102490005,새주소,부산광역시 사상구 학장로236번길 1-7,부산광역시 사상구 학장동 249-5,47047
19787,연립다세대,매매,부산광역시,사상구,학장동,213-4,0213,0004,풍영그린빌라, , ,55.73,27.3,-1,2011,6,7,7250, , ,1995,학장로236번길 13-6,부산광역시 사상구 학장동 학장로236번길 13-6,부산광역시 사상구 학장동 학장로236번길 13-6,381531,184624,정좌표,2653010700102130004,새주소,부산광역시 사상구 학장로236번길 13-6,부산광역시 사상구 학장동 213-4,47047
20598,연립다세대,매매,부산광역시,사하구,장림동,702-1,0702,0001,(702-1), , ,49.32,47.17,1,2011,6,1,2400, , ,1979,장림로173번길 14,부산광역시 사하구 장림동 장림로173번길 14,부산광역시 사하구 장림동 장림로173번길 14,379463,177780,정좌표,2638010500107020001,새주소,부산광역시 사하구 장림로173번길 14,부산광역시 사하구 장림동 702-1,49474
20599,연립다세대,매매,부산광역시,사하구,장림동,325-9,0325,0009,건아맨션, , ,51.57,55.5,2,2011,11,30,7200, , ,1981,장림번영로37번길 24,부산광역시 사하구 장림동 장림번영로37번길 24,부산광역시 사하구 장림동 장림번영로37번길 24,379545,177652,정좌표,2638010500103250009,새주소,부산광역시 사하구 장림번영로37번길 24,부산광역시 사하구 장림동 325-9,49475
21282,연립다세대,매매,부산광역시,서구,아미동2가,225-136,0225,0136,세신빌라, , ,56.4,24.8,2,2011,2,9,6250, , ,2001,옥천로 164,부산광역시 서구 아미동2가 옥천로 164,부산광역시 서구 아미동2가 옥천로 164,383349,179752,정좌표,2614011600102250136,새주소,부산광역시 서구 옥천로 164,부산광역시 서구 아미동2가 225-136,49243
22564,연립다세대,매매,부산광역시,수영구,남천동,576,0576,0000,기영주택, , ,53.76,57.6,1,2011,3,2,8900, , ,1982,황령대로 449,부산광역시 수영구 남천동 황령대로 449,부산광역시 수영구 남천동 황령대로 449,391719,184467,정좌표,2650010500105760000,새주소,부산광역시 수영구 황령대로 449,부산광역시 수영구 남천동 576,48318
22565,연립다세대,매매,부산광역시,수영구,남천동,576,0576,0000,기영주택, , ,53.76,57.6,1,2011,9,5,9200, , ,1982,황령대로 449,부산광역시 수영구 남천동 황령대로 449,부산광역시 수영구 남천동 황령대로 449,391719,184467,정좌표,2650010500105760000,새주소,부산광역시 수영구 황령대로 449,부산광역시 수영구 남천동 576,48318
22566,연립다세대,매매,부산광역시,수영구,남천동,74-55,0074,0055,남천(A), , ,66.555,54.69,3,2011,7,21,12950, , ,1994,수영로393번길 12-5,부산광역시 수영구 남천동 수영로393번길 12-5,부산광역시 수영구 남천동 수영로393번길 12-5,391953,184587,정좌표,2650010500100740055,새주소,부산광역시 수영구 수영로393번길 12-5,부산광역시 수영구 남천동 74-55,48317
22567,연립다세대,매매,부산광역시,수영구,남천동,74-23,0074,0023,남천(B), , ,35,24.03,1,2011,10,26,8000, , ,1994,수영로393번길 12-7,부산광역시 수영구 남천동 수영로393번길 12-7,부산광역시 수영구 남천동 수영로393번길 12-7,391959,184601,정좌표,2650010500100740023,새주소,부산광역시 수영구 수영로393번길 12-7,부산광역시 수영구 남천동 74-23,48317
22568,연립다세대,매매,부산광역시,수영구,남천동,71-13,0071,0013,남천산일빌라, , ,105.22,68.41,1,2011,4,21,15500, , ,1992,남천서로 31-7,부산광역시 수영구 남천동 남천서로 31-7,부산광역시 수영구 남천동 남천서로 31-7,391830,184788,정좌표,2650010500100710013,새주소,부산광역시 수영구 남천서로 31-7,부산광역시 수영구 남천동 71-13,48317
22570,연립다세대,매매,부산광역시,수영구,남천동,490-2,0490,0002,남천써니빌라, , ,162.27,108.36,1,2011,2,9,20000, , ,1993,수영로383번길 53-13,부산광역시 수영구 남천동 수영로383번길 53-13,부산광역시 수영구 남천동 수영로383번길 53-13,391744,184690,정좌표,2650010500104900002,새주소,부산광역시 수영구 수영로383번길 53-13,부산광역시 수영구 남천동 490-2,48318
22571,연립다세대,매매,부산광역시,수영구,남천동,490-2,0490,0002,남천써니빌라, , ,162.27,108.36,2,2011,3,17,18000, , ,1993,수영로383번길 53-13,부산광역시 수영구 남천동 수영로383번길 53-13,부산광역시 수영구 남천동 수영로383번길 53-13,391744,184690,정좌표,2650010500104900002,새주소,부산광역시 수영구 수영로383번길 53-13,부산광역시 수영구 남천동 490-2,48318
22575,연립다세대,매매,부산광역시,수영구,남천동,72-1,0072,0001,동산로즈(1동), , ,84.93,48.94,3,2011,11,1,20000, , ,1997,남천서로25번길 3,부산광역시 수영구 남천동 남천서로25번길 3,부산광역시 수영구 남천동 남천서로25번길 3,391899,184761,정좌표,2650010500100720001,새주소,부산광역시 수영구 남천서로25번길 3,부산광역시 수영구 남천동 72-1,48317
22597,연립다세대,매매,부산광역시,수영구,남천동,70-8,0070,0008,둥지빌라, , ,76.48,54.07,3,2011,6,23,14800, , ,1997,남천서로20번길 11,부산광역시 수영구 남천동 남천서로20번길 11,부산광역시 수영구 남천동 남천서로20번길 11,391939,184788,정좌표,2650010500100700008,새주소,부산광역시 수영구 남천서로20번길 11,부산광역시 수영구 남천동 70-8,48316
22598,연립다세대,매매,부산광역시,수영구,남천동,391-6,0391,0006,럭키(나), , ,74.46,64.8,2,2011,1,25,6000, , ,1983,수영로383번나길 3,부산광역시 수영구 남천동 수영로383번나길 3,부산광역시 수영구 남천동 수영로383번나길 3,391802,184566,정좌표,2650010500103910000,새주소,부산광역시 수영구 수영로383번나길 3,부산광역시 수영구 남천동 391,48318
22599,연립다세대,매매,부산광역시,수영구,남천동,391-6,0391,0006,럭키(나), , ,67.86,59.5,2,2011,9,1,11000, , ,1983,수영로383번나길 3,부산광역시 수영구 남천동 수영로383번나길 3,부산광역시 수영구 남천동 수영로383번나길 3,391802,184566,정좌표,2650010500103910000,새주소,부산광역시 수영구 수영로383번나길 3,부산광역시 수영구 남천동 391,48318
22600,연립다세대,매매,부산광역시,수영구,남천동,391-6,0391,0006,럭키(나), , ,69.26,60.63,1,2011,9,20,10000, , ,1983,수영로383번나길 3,부산광역시 수영구 남천동 수영로383번나길 3,부산광역시 수영구 남천동 수영로383번나길 3,391802,184566,정좌표,2650010500103910000,새주소,부산광역시 수영구 수영로383번나길 3,부산광역시 수영구 남천동 391,48318
22602,연립다세대,매매,부산광역시,수영구,남천동,353-7,0353,0007,미림, , ,63.17,55.54,2,2011,3,14,9400, , ,1981,수영로 381-3,부산광역시 수영구 남천동 수영로 381-3,부산광역시 수영구 남천동 수영로 381-3,391864,184454,정좌표,2650010500103530007,새주소,부산광역시 수영구 수영로 381-3,부산광역시 수영구 남천동 353-7,48318
22618,연립다세대,매매,부산광역시,수영구,남천동,73-8,0073,0008,주림빌라, , ,84.73,47.42,2,2011,3,21,17500, , ,1997,남천서로19번길 13-2,부산광역시 수영구 남천동 남천서로19번길 13-2,부산광역시 수영구 남천동 남천서로19번길 13-2,391908,184681,정좌표,2650010500100730008,새주소,부산광역시 수영구 남천서로19번길 13-2,부산광역시 수영구 남천동 73-8,48317
22619,연립다세대,매매,부산광역시,수영구,남천동,73-8,0073,0008,주림빌라, , ,76.17,42.63,1,2011,6,17,10800, , ,1997,남천서로19번길 13-4,부산광역시 수영구 남천동 남천서로19번길 13-4,부산광역시 수영구 남천동 남천서로19번길 13-4,391917,184671,정좌표,2650010500100730008,새주소,부산광역시 수영구 남천서로19번길 13-4,부산광역시 수영구 남천동 73-8,48317
22620,연립다세대,매매,부산광역시,수영구,남천동,77-11,0077,0011,청송, , ,39.54,43.05,3,2011,7,16,9800, , ,1982,수영로 389-1,부산광역시 수영구 남천동 수영로 389-1,부산광역시 수영구 남천동 수영로 389-1,391928,184505,정좌표,2650010500100770011,새주소,부산광역시 수영구 수영로 389-1,부산광역시 수영구 남천동 77-11,48317
22638,연립다세대,매매,부산광역시,수영구,남천동,489-8,0489,0008,해광빌라, , ,157.85,96.06,2,2011,4,15,21000, , ,1991,수영로383번길 77,부산광역시 수영구 남천동 수영로383번길 77,부산광역시 수영구 남천동 수영로383번길 77,391780,184783,정좌표,2650010500104890008,새주소,부산광역시 수영구 수영로383번길 77,부산광역시 수영구 남천동 489-8,48318
22639,연립다세대,매매,부산광역시,수영구,남천동,489-8,0489,0008,해광빌라, , ,164.32,99.83,2,2011,8,2,19300, , ,1991,수영로383번길 77,부산광역시 수영구 남천동 수영로383번길 77,부산광역시 수영구 남천동 수영로383번길 77,391780,184783,정좌표,2650010500104890008,새주소,부산광역시 수영구 수영로383번길 77,부산광역시 수영구 남천동 489-8,48318
23202,연립다세대,매매,부산광역시,연제구,거제동,300-105,0300,0105,대산힐타운, , ,15.84,6.37,2,2011,6,15,5100, , ,2002,황새알로 40,부산광역시 연제구 거제동 황새알로 40,부산광역시 연제구 거제동 황새알로 40,389029,190160,정좌표,2647010100103000105,새주소,부산광역시 연제구 황새알로 40,부산광역시 연제구 거제동 300-105,47507
23307,연립다세대,매매,부산광역시,연제구,거제동,340-1,0340,0001,올리브, , ,13.62,7.11,4,2011,11,20,5188, , ,2011,황새알로 21-2,부산광역시 연제구 거제동 황새알로 21-2,부산광역시 연제구 거제동 황새알로 21-2,388908,190308,정좌표,2647010100103400001,새주소,부산광역시 연제구 황새알로 21-2,부산광역시 연제구 거제동 340-1,47507
23308,연립다세대,매매,부산광역시,연제구,거제동,340-1,0340,0001,올리브, , ,13.52,7.06,2,2011,11,20,5188, , ,2011,황새알로 21-2,부산광역시 연제구 거제동 황새알로 21-2,부산광역시 연제구 거제동 황새알로 21-2,388908,190308,정좌표,2647010100103400001,새주소,부산광역시 연제구 황새알로 21-2,부산광역시 연제구 거제동 340-1,47507
23309,연립다세대,매매,부산광역시,연제구,거제동,340-1,0340,0001,올리브, , ,13.62,7.11,4,2011,11,20,5188, , ,2011,황새알로 21-2,부산광역시 연제구 거제동 황새알로 21-2,부산광역시 연제구 거제동 황새알로 21-2,388908,190308,정좌표,2647010100103400001,새주소,부산광역시 연제구 황새알로 21-2,부산광역시 연제구 거제동 340-1,47507
23310,연립다세대,매매,부산광역시,연제구,거제동,340-1,0340,0001,올리브, , ,13.62,7.11,3,2011,11,20,5188, , ,2011,황새알로 21-2,부산광역시 연제구 거제동 황새알로 21-2,부산광역시 연제구 거제동 황새알로 21-2,388908,190308,정좌표,2647010100103400001,새주소,부산광역시 연제구 황새알로 21-2,부산광역시 연제구 거제동 340-1,47507
23311,연립다세대,매매,부산광역시,연제구,거제동,340-1,0340,0001,올리브, , ,13.62,7.11,2,2011,11,20,5188, , ,2011,황새알로 21-2,부산광역시 연제구 거제동 황새알로 21-2,부산광역시 연제구 거제동 황새알로 21-2,388908,190308,정좌표,2647010100103400001,새주소,부산광역시 연제구 황새알로 21-2,부산광역시 연제구 거제동 340-1,47507
23312,연립다세대,매매,부산광역시,연제구,거제동,340-1,0340,0001,올리브, , ,13.52,7.06,5,2011,11,20,5188, , ,2011,황새알로 21-2,부산광역시 연제구 거제동 황새알로 21-2,부산광역시 연제구 거제동 황새알로 21-2,388908,190308,정좌표,2647010100103400001,새주소,부산광역시 연제구 황새알로 21-2,부산광역시 연제구 거제동 340-1,47507
23313,연립다세대,매매,부산광역시,연제구,거제동,340-1,0340,0001,올리브, , ,13.52,7.06,3,2011,11,20,5188, , ,2011,황새알로 21-2,부산광역시 연제구 거제동 황새알로 21-2,부산광역시 연제구 거제동 황새알로 21-2,388908,190308,정좌표,2647010100103400001,새주소,부산광역시 연제구 황새알로 21-2,부산광역시 연제구 거제동 340-1,47507
23314,연립다세대,매매,부산광역시,연제구,거제동,340-1,0340,0001,올리브, , ,13.62,7.11,2,2011,11,20,5188, , ,2011,황새알로 21-2,부산광역시 연제구 거제동 황새알로 21-2,부산광역시 연제구 거제동 황새알로 21-2,388908,190308,정좌표,2647010100103400001,새주소,부산광역시 연제구 황새알로 21-2,부산광역시 연제구 거제동 340-1,47507
23315,연립다세대,매매,부산광역시,연제구,거제동,340-1,0340,0001,올리브, , ,13.52,7.06,3,2011,11,20,5188, , ,2011,황새알로 21-2,부산광역시 연제구 거제동 황새알로 21-2,부산광역시 연제구 거제동 황새알로 21-2,388908,190308,정좌표,2647010100103400001,새주소,부산광역시 연제구 황새알로 21-2,부산광역시 연제구 거제동 340-1,47507
23316,연립다세대,매매,부산광역시,연제구,거제동,340-1,0340,0001,올리브, , ,13.52,7.06,4,2011,11,20,5188, , ,2011,황새알로 21-2,부산광역시 연제구 거제동 황새알로 21-2,부산광역시 연제구 거제동 황새알로 21-2,388908,190308,정좌표,2647010100103400001,새주소,부산광역시 연제구 황새알로 21-2,부산광역시 연제구 거제동 340-1,47507
23317,연립다세대,매매,부산광역시,연제구,거제동,340-1,0340,0001,올리브, , ,13.52,7.06,4,2011,11,20,5188, , ,2011,황새알로 21-2,부산광역시 연제구 거제동 황새알로 21-2,부산광역시 연제구 거제동 황새알로 21-2,388908,190308,정좌표,2647010100103400001,새주소,부산광역시 연제구 황새알로 21-2,부산광역시 연제구 거제동 340-1,47507
23318,연립다세대,매매,부산광역시,연제구,거제동,340-1,0340,0001,올리브, , ,13.62,7.11,5,2011,11,20,5188, , ,2011,황새알로 21-2,부산광역시 연제구 거제동 황새알로 21-2,부산광역시 연제구 거제동 황새알로 21-2,388908,190308,정좌표,2647010100103400001,새주소,부산광역시 연제구 황새알로 21-2,부산광역시 연제구 거제동 340-1,47507
23319,연립다세대,매매,부산광역시,연제구,거제동,340-1,0340,0001,올리브, , ,13.52,7.06,5,2011,11,20,5188, , ,2011,황새알로 21-2,부산광역시 연제구 거제동 황새알로 21-2,부산광역시 연제구 거제동 황새알로 21-2,388908,190308,정좌표,2647010100103400001,새주소,부산광역시 연제구 황새알로 21-2,부산광역시 연제구 거제동 340-1,47507
23320,연립다세대,매매,부산광역시,연제구,거제동,340-1,0340,0001,올리브, , ,14.1,7.36,3,2011,11,20,5200, , ,2011,황새알로 21-2,부산광역시 연제구 거제동 황새알로 21-2,부산광역시 연제구 거제동 황새알로 21-2,388908,190308,정좌표,2647010100103400001,새주소,부산광역시 연제구 황새알로 21-2,부산광역시 연제구 거제동 340-1,47507
23321,연립다세대,매매,부산광역시,연제구,거제동,340-1,0340,0001,올리브, , ,13.62,7.11,5,2011,11,20,5188, , ,2011,황새알로 21-2,부산광역시 연제구 거제동 황새알로 21-2,부산광역시 연제구 거제동 황새알로 21-2,388908,190308,정좌표,2647010100103400001,새주소,부산광역시 연제구 황새알로 21-2,부산광역시 연제구 거제동 340-1,47507
23322,연립다세대,매매,부산광역시,연제구,거제동,340-1,0340,0001,올리브, , ,14.1,7.36,2,2011,11,20,5200, , ,2011,황새알로 21-2,부산광역시 연제구 거제동 황새알로 21-2,부산광역시 연제구 거제동 황새알로 21-2,388908,190308,정좌표,2647010100103400001,새주소,부산광역시 연제구 황새알로 21-2,부산광역시 연제구 거제동 340-1,47507
23323,연립다세대,매매,부산광역시,연제구,거제동,340-1,0340,0001,올리브, , ,13.62,7.11,3,2011,11,20,5188, , ,2011,황새알로 21-2,부산광역시 연제구 거제동 황새알로 21-2,부산광역시 연제구 거제동 황새알로 21-2,388908,190308,정좌표,2647010100103400001,새주소,부산광역시 연제구 황새알로 21-2,부산광역시 연제구 거제동 340-1,47507
23324,연립다세대,매매,부산광역시,연제구,거제동,340-1,0340,0001,올리브, , ,14.1,7.36,5,2011,11,20,5200, , ,2011,황새알로 21-2,부산광역시 연제구 거제동 황새알로 21-2,부산광역시 연제구 거제동 황새알로 21-2,388908,190308,정좌표,2647010100103400001,새주소,부산광역시 연제구 황새알로 21-2,부산광역시 연제구 거제동 340-1,47507
23325,연립다세대,매매,부산광역시,연제구,거제동,340-1,0340,0001,올리브, , ,13.52,7.06,2,2011,11,20,5188, , ,2011,황새알로 21-2,부산광역시 연제구 거제동 황새알로 21-2,부산광역시 연제구 거제동 황새알로 21-2,388908,190308,정좌표,2647010100103400001,새주소,부산광역시 연제구 황새알로 21-2,부산광역시 연제구 거제동 340-1,47507
23326,연립다세대,매매,부산광역시,연제구,거제동,340-1,0340,0001,올리브, , ,14.1,7.36,4,2011,11,20,5200, , ,2011,황새알로 21-2,부산광역시 연제구 거제동 황새알로 21-2,부산광역시 연제구 거제동 황새알로 21-2,388908,190308,정좌표,2647010100103400001,새주소,부산광역시 연제구 황새알로 21-2,부산광역시 연제구 거제동 340-1,47507
23339,연립다세대,매매,부산광역시,연제구,거제동,318-12,0318,0012,한새벌빌리지, , ,72.04,26.44,4,2011,12,24,14000, , ,2002,황새알로 34,부산광역시 연제구 거제동 황새알로 34,부산광역시 연제구 거제동 황새알로 34,388989,190195,정좌표,2647010100103180012,새주소,부산광역시 연제구 황새알로 34,부산광역시 연제구 거제동 318-12,47507
24134,연립다세대,매매,부산광역시,영도구,신선동3가,88-36,0088,0036,백양빌라, , ,28.13,17.11,2,2011,7,7,3200, , ,1997,하나길 257,부산광역시 영도구 신선동3가 하나길 257,부산광역시 영도구 신선동3가 하나길 257,386384,177773,정좌표,2620011400100880036,새주소,부산광역시 영도구 하나길 257,부산광역시 영도구 신선동3가 88-36,49078
24141,연립다세대,매매,부산광역시,영도구,영선동4가,195,0195,0000,한마음빌라, , ,69.84,43.64,2,2011,5,20,12500, , ,2003,남항새싹6길 26,부산광역시 영도구 영선동4가 남항새싹6길 26,부산광역시 영도구 영선동4가 남항새싹6길 26,386196,177769,정좌표,2620011100101950000,새주소,부산광역시 영도구 남항새싹6길 26,부산광역시 영도구 영선동4가 195,49079
24142,연립다세대,매매,부산광역시,영도구,영선동4가,195,0195,0000,한마음빌라, , ,69.84,43.64,4,2011,9,22,13500, , ,2003,남항새싹6길 26,부산광역시 영도구 영선동4가 남항새싹6길 26,부산광역시 영도구 영선동4가 남항새싹6길 26,386196,177769,정좌표,2620011100101950000,새주소,부산광역시 영도구 남항새싹6길 26,부산광역시 영도구 영선동4가 195,49079
24143,연립다세대,매매,부산광역시,영도구,영선동4가,224-27,0224,0027,혜광전망좋은집, , ,121.7,82,3,2011,5,24,21500, , ,1997,절영로 177,부산광역시 영도구 영선동4가 절영로 177,부산광역시 영도구 영선동4가 절영로 177,386202,177660,정좌표,2620011100102240027,새주소,부산광역시 영도구 절영로 177,부산광역시 영도구 영선동4가 224-27,49079
24144,연립다세대,매매,부산광역시,영도구,영선동4가,224-27,0224,0027,혜광전망좋은집, , ,121.7,82,3,2011,12,7,21500, , ,1997,절영로 177,부산광역시 영도구 영선동4가 절영로 177,부산광역시 영도구 영선동4가 절영로 177,386202,177660,정좌표,2620011100102240027,새주소,부산광역시 영도구 절영로 177,부산광역시 영도구 영선동4가 224-27,49079
24245,연립다세대,매매,부산광역시,중구,대청동4가,75-79,0075,0079,(75-79), , ,59.85,15.9,2,2011,10,6,6400, , ,1995,대청북길17번길 3,부산광역시 중구 대청동4가 대청북길17번길 3,부산광역시 중구 대청동4가 대청북길17번길 3,384931,180386,정좌표,2611011900100750079,새주소,부산광역시 중구 대청북길17번길 3,부산광역시 중구 대청동4가 75-79,48969
24257,연립다세대,매매,부산광역시,중구,대청동4가,81-33,0081,0033,대청부성빌라A동, , ,46.43,14.98,1,2011,7,15,5000, , ,2002,중구로75번안길 3-2,부산광역시 중구 대청동4가 중구로75번안길 3-2,부산광역시 중구 대청동4가 중구로75번안길 3-2,384808,180295,정좌표,2611011900100810033,새주소,부산광역시 중구 중구로75번안길 3-2,부산광역시 중구 대청동4가 81-33,48968
