FID,Trans_Type,Purchase_T,City,SIG,EMD,Street_No,Main_No,Sub_No,Complex_Na,Lease_L__R,Road_Type,Area_㎡_,Land_Area_,Floor,Contract_Y,Contract_M,Contract_D,Price_1000,Deposit_10,Rent_10000,Constructe,Street_Add,Compiled_A,입력주소,X,Y,CLSS,PNU,주소구분,표준신주소,표준구주소,우편번호
8117,연립다세대,매매,부산광역시,수영구,남천동,489-8,0489,0008,해광빌라, , ,157.85,96.06,1,2010,8,27,19500, , ,1991,수영로383번길 77,부산광역시 수영구 남천동 수영로383번길 77,부산광역시 수영구 남천동 수영로383번길 77,391780,184783,정좌표,2650010500104890008,새주소,부산광역시 수영구 수영로383번길 77,부산광역시 수영구 남천동 489-8,48318
8118,연립다세대,매매,부산광역시,수영구,남천동,489-8,0489,0008,해광빌라, , ,157.85,96.06,3,2010,12,13,20000, , ,1991,수영로383번길 77,부산광역시 수영구 남천동 수영로383번길 77,부산광역시 수영구 남천동 수영로383번길 77,391780,184783,정좌표,2650010500104890008,새주소,부산광역시 수영구 수영로383번길 77,부산광역시 수영구 남천동 489-8,48318
8632,연립다세대,매매,부산광역시,연제구,거제동,300-105,0300,0105,대산힐타운, , ,15.84,6.37,3,2010,6,7,2100, , ,2002,황새알로 40,부산광역시 연제구 거제동 황새알로 40,부산광역시 연제구 거제동 황새알로 40,389029,190160,정좌표,2647010100103000105,새주소,부산광역시 연제구 황새알로 40,부산광역시 연제구 거제동 300-105,47507
9382,연립다세대,매매,부산광역시,영도구,신선동3가,88-36,0088,0036,백양빌라, , ,55.27,33.62,2,2010,6,4,5850, , ,1997,하나길 257,부산광역시 영도구 신선동3가 하나길 257,부산광역시 영도구 신선동3가 하나길 257,386384,177773,정좌표,2620011400100880036,새주소,부산광역시 영도구 하나길 257,부산광역시 영도구 신선동3가 88-36,49078
9482,연립다세대,매매,부산광역시,중구,대청동4가,75-118,0075,0118,(75-118), , ,45.95,17.96,1,2010,7,8,4000, , ,1996,대청북길 9-2,부산광역시 중구 대청동4가 대청북길 9-2,부산광역시 중구 대청동4가 대청북길 9-2,384862,180368,정좌표,2611011900100750119,새주소,부산광역시 중구 대청북길 9-2,부산광역시 중구 대청동4가 75-119,48969
9483,연립다세대,매매,부산광역시,중구,대청동4가,75-118,0075,0118,(75-118), , ,45.95,17.96,1,2010,8,23,4250, , ,1996,대청북길 9-2,부산광역시 중구 대청동4가 대청북길 9-2,부산광역시 중구 대청동4가 대청북길 9-2,384862,180368,정좌표,2611011900100750119,새주소,부산광역시 중구 대청북길 9-2,부산광역시 중구 대청동4가 75-119,48969
9503,연립다세대,매매,부산광역시,중구,대청동4가,75-21,0075,0021,대청파크빌라, , ,73.68,39.29,2,2010,4,12,10300, , ,1991,망양로 313,부산광역시 중구 대청동4가 망양로 313,부산광역시 중구 대청동4가 망양로 313,384887,180415,정좌표,2611011900100750021,새주소,부산광역시 중구 망양로 313,부산광역시 중구 대청동4가 75-21,48904
9504,연립다세대,매매,부산광역시,중구,대청동4가,81-64,0081,0064,대청힐빌리지1동, , ,59.25,26.49,2,2010,2,22,7000, , ,2002,중구로75번안길 5-1,부산광역시 중구 대청동4가 중구로75번안길 5-1,부산광역시 중구 대청동4가 중구로75번안길 5-1,384827,180304,정좌표,2611011900100810064,새주소,부산광역시 중구 중구로75번안길 5-1,부산광역시 중구 대청동4가 81-64,48968
9505,연립다세대,매매,부산광역시,중구,대청동4가,81-59,0081,0059,대청힐빌리지3동, , ,55.65,22.75,3,2010,7,13,7900, , ,2002,중구로75번안길 7-1,부산광역시 중구 대청동4가 중구로75번안길 7-1,부산광역시 중구 대청동4가 중구로75번안길 7-1,384854,180316,정좌표,2611011900100810059,새주소,부산광역시 중구 중구로75번안길 7-1,부산광역시 중구 대청동4가 81-59,48968
9506,연립다세대,매매,부산광역시,중구,대청동4가,81-59,0081,0059,대청힐빌리지3동, , ,55.65,22.75,3,2010,12,21,7950, , ,2002,중구로75번안길 7-1,부산광역시 중구 대청동4가 중구로75번안길 7-1,부산광역시 중구 대청동4가 중구로75번안길 7-1,384854,180316,정좌표,2611011900100810059,새주소,부산광역시 중구 중구로75번안길 7-1,부산광역시 중구 대청동4가 81-59,48968
9569,연립다세대,매매,부산광역시,중구,보수동1가,32-1,0032,0001,(32-1), , ,36.92,14.03,3,2010,3,3,3100, , ,2003,보수북길59번길 6,부산광역시 중구 보수동1가 보수북길59번길 6,부산광역시 중구 보수동1가 보수북길59번길 6,384544,180673,정좌표,2611012000100320001,새주소,부산광역시 중구 보수북길59번길 6,부산광역시 중구 보수동1가 32-1,48958
9570,연립다세대,매매,부산광역시,중구,보수동1가,32-1,0032,0001,(32-1), , ,36.01,13.71,1,2010,3,3,3100, , ,2003,보수북길59번길 6,부산광역시 중구 보수동1가 보수북길59번길 6,부산광역시 중구 보수동1가 보수북길59번길 6,384544,180673,정좌표,2611012000100320001,새주소,부산광역시 중구 보수북길59번길 6,부산광역시 중구 보수동1가 32-1,48958
9571,연립다세대,매매,부산광역시,중구,보수동1가,32-1,0032,0001,(32-1), , ,36.92,14.03,4,2010,3,3,3000, , ,2003,보수북길59번길 6,부산광역시 중구 보수동1가 보수북길59번길 6,부산광역시 중구 보수동1가 보수북길59번길 6,384544,180673,정좌표,2611012000100320001,새주소,부산광역시 중구 보수북길59번길 6,부산광역시 중구 보수동1가 32-1,48958
9586,연립다세대,매매,부산광역시,중구,보수동1가,41-370,0041,0370,경선빌라A동, , ,58.78,22.8,1,2010,5,10,6800, , ,2003,보동길 62,부산광역시 중구 보수동1가 보동길 62,부산광역시 중구 보수동1가 보동길 62,384646,180488,정좌표,2611012000100410370,새주소,부산광역시 중구 보동길 62,부산광역시 중구 보수동1가 41-370,48960
9587,연립다세대,매매,부산광역시,중구,보수동1가,41-304,0041,0304,경선빌라B동, , ,38.94,17.66,2,2010,11,23,3500, , ,2003,망양로286번길 4,부산광역시 중구 보수동1가 망양로286번길 4,부산광역시 중구 보수동1가 망양로286번길 4,384653,180480,정좌표,2611012000100410304,새주소,부산광역시 중구 망양로286번길 4,부산광역시 중구 보수동1가 41-304,48960
9591,연립다세대,매매,부산광역시,중구,보수동1가,41-198,0041,0198,대성주택, , ,54.3,23.8,3,2010,2,18,5200, , ,1997,보동길84번길 2,부산광역시 중구 보수동1가 보동길84번길 2,부산광역시 중구 보수동1가 보동길84번길 2,384620,180586,정좌표,2611012000100410198,새주소,부산광역시 중구 보동길84번길 2,부산광역시 중구 보수동1가 41-198,48960
9592,연립다세대,매매,부산광역시,중구,보수동1가,41-159,0041,0159,대진빌라, , ,54.44,16.9,3,2010,4,12,4500, , ,1997,보동길84번길 1,부산광역시 중구 보수동1가 보동길84번길 1,부산광역시 중구 보수동1가 보동길84번길 1,384620,180601,정좌표,2611012000100410159,새주소,부산광역시 중구 보동길84번길 1,부산광역시 중구 보수동1가 41-159,48960
9593,연립다세대,매매,부산광역시,중구,보수동1가,41-159,0041,0159,대진빌라, , ,48.17,15.13,2,2010,5,17,5100, , ,1997,보동길84번길 1,부산광역시 중구 보수동1가 보동길84번길 1,부산광역시 중구 보수동1가 보동길84번길 1,384620,180601,정좌표,2611012000100410159,새주소,부산광역시 중구 보동길84번길 1,부산광역시 중구 보수동1가 41-159,48960
9594,연립다세대,매매,부산광역시,중구,보수동1가,41-159,0041,0159,대진빌라, , ,48.17,15.13,1,2010,10,11,4800, , ,1997,보동길84번길 1,부산광역시 중구 보수동1가 보동길84번길 1,부산광역시 중구 보수동1가 보동길84번길 1,384620,180601,정좌표,2611012000100410159,새주소,부산광역시 중구 보동길84번길 1,부산광역시 중구 보수동1가 41-159,48960
9595,연립다세대,매매,부산광역시,중구,보수동1가,59-225,0059,0225,동구빌라, , ,51.74,16.4,5,2010,9,18,5900, , ,2001,보동길26번길 1,부산광역시 중구 보수동1가 보동길26번길 1,부산광역시 중구 보수동1가 보동길26번길 1,384729,180342,정좌표,2611012000100590225,새주소,부산광역시 중구 보동길26번길 1,부산광역시 중구 보수동1가 59-225,48960
9602,연립다세대,매매,부산광역시,중구,보수동1가,59-245,0059,0245,보수빌라A동, , ,40.23,14.88,4,2010,9,4,3900, , ,2000,보동길 27,부산광역시 중구 보수동1가 보동길 27,부산광역시 중구 보수동1가 보동길 27,384714,180333,정좌표,2611012000100590245,새주소,부산광역시 중구 보동길 27,부산광역시 중구 보수동1가 59-245,48961
9606,연립다세대,매매,부산광역시,중구,보수동1가,59-301,0059,0301,부성빌라, , ,59.15,36.45,3,2010,5,7,7700, , ,1999,보동길 35,부산광역시 중구 보수동1가 보동길 35,부산광역시 중구 보수동1가 보동길 35,384687,180367,정좌표,2611012000100590301,새주소,부산광역시 중구 보동길 35,부산광역시 중구 보수동1가 59-301,48961
9607,연립다세대,매매,부산광역시,중구,보수동1가,33-42,0033,0042,삼덕빌라, , ,36.85,16.12,1,2010,6,14,1900, , ,1996,보수북길 46,부산광역시 중구 보수동1가 보수북길 46,부산광역시 중구 보수동1가 보수북길 46,384561,180611,정좌표,2611012000100330042,새주소,부산광역시 중구 보수북길 46,부산광역시 중구 보수동1가 33-42,48959
9608,연립다세대,매매,부산광역시,중구,보수동1가,41-260,0041,0260,삼승빌라, , ,47.8,15.91,4,2010,6,28,4500, , ,1997,흑교로78번안길 48,부산광역시 중구 보수동1가 흑교로78번안길 48,부산광역시 중구 보수동1가 흑교로78번안길 48,384593,180634,정좌표,2611012000100410260,새주소,부산광역시 중구 흑교로78번안길 48,부산광역시 중구 보수동1가 41-260,48959
9609,연립다세대,매매,부산광역시,중구,보수동1가,41-260,0041,0260,삼승빌라, , ,50.09,15.91,4,2010,8,10,4000, , ,1997,흑교로78번안길 48,부산광역시 중구 보수동1가 흑교로78번안길 48,부산광역시 중구 보수동1가 흑교로78번안길 48,384593,180634,정좌표,2611012000100410260,새주소,부산광역시 중구 흑교로78번안길 48,부산광역시 중구 보수동1가 41-260,48959
9612,연립다세대,매매,부산광역시,중구,보수동1가,59-116,0059,0116,서광A동, , ,28.83,15.25,3,2010,4,27,4500, , ,2008,보동길 49,부산광역시 중구 보수동1가 보동길 49,부산광역시 중구 보수동1가 보동길 49,384647,180425,정좌표,2611012000100590116,새주소,부산광역시 중구 보동길 49,부산광역시 중구 보수동1가 59-116,48961
9613,연립다세대,매매,부산광역시,중구,보수동1가,59-116,0059,0116,서광A동, , ,28.83,15.25,5,2010,4,27,4500, , ,2008,보동길 49,부산광역시 중구 보수동1가 보동길 49,부산광역시 중구 보수동1가 보동길 49,384647,180425,정좌표,2611012000100590116,새주소,부산광역시 중구 보동길 49,부산광역시 중구 보수동1가 59-116,48961
9614,연립다세대,매매,부산광역시,중구,보수동1가,59-116,0059,0116,서광A동, , ,28.83,15.25,4,2010,4,27,4500, , ,2008,보동길 49,부산광역시 중구 보수동1가 보동길 49,부산광역시 중구 보수동1가 보동길 49,384647,180425,정좌표,2611012000100590116,새주소,부산광역시 중구 보동길 49,부산광역시 중구 보수동1가 59-116,48961
9615,연립다세대,매매,부산광역시,중구,보수동1가,59-116,0059,0116,서광A동, , ,28.83,15.25,2,2010,4,27,4500, , ,2008,보동길 49,부산광역시 중구 보수동1가 보동길 49,부산광역시 중구 보수동1가 보동길 49,384647,180425,정좌표,2611012000100590116,새주소,부산광역시 중구 보동길 49,부산광역시 중구 보수동1가 59-116,48961
9616,연립다세대,매매,부산광역시,중구,보수동1가,59-10,0059,0010,서광B동, , ,40.88,15.64,5,2010,8,26,5500, , ,2008,보동길 51,부산광역시 중구 보수동1가 보동길 51,부산광역시 중구 보수동1가 보동길 51,384642,180434,정좌표,2611012000100590010,새주소,부산광역시 중구 보동길 51,부산광역시 중구 보수동1가 59-10,48961
9617,연립다세대,매매,부산광역시,중구,보수동1가,59-240,0059,0240,서문빌라, , ,59.74,24.08,2,2010,3,20,5100, , ,1995,법수길 32-14,부산광역시 중구 보수동1가 법수길 32-14,부산광역시 중구 보수동1가 법수길 32-14,384664,180370,정좌표,2611012000100590241,새주소,부산광역시 중구 법수길 32-14,부산광역시 중구 보수동1가 59-241,48961
9618,연립다세대,매매,부산광역시,중구,보수동1가,59-240,0059,0240,서문빌라, , ,59.74,24.08,4,2010,11,6,5750, , ,1995,법수길 32-14,부산광역시 중구 보수동1가 법수길 32-14,부산광역시 중구 보수동1가 법수길 32-14,384664,180370,정좌표,2611012000100590241,새주소,부산광역시 중구 법수길 32-14,부산광역시 중구 보수동1가 59-241,48961
9619,연립다세대,매매,부산광역시,중구,보수동1가,41-69,0041,0069,수복빌라, , ,57.04,21.75,3,2010,6,14,5750, , ,1997,흑교로78번안길 38,부산광역시 중구 보수동1가 흑교로78번안길 38,부산광역시 중구 보수동1가 흑교로78번안길 38,384582,180605,정좌표,2611012000100410069,새주소,부산광역시 중구 흑교로78번안길 38,부산광역시 중구 보수동1가 41-69,48959
9620,연립다세대,매매,부산광역시,중구,보수동1가,33-71,0033,0071,시온빌라, , ,49.7,15.96,1,2010,10,15,3900, , ,1996,흑교로78번안길 33-1,부산광역시 중구 보수동1가 흑교로78번안길 33-1,부산광역시 중구 보수동1가 흑교로78번안길 33-1,384567,180591,정좌표,2611012000100330071,새주소,부산광역시 중구 흑교로78번안길 33-1,부산광역시 중구 보수동1가 33-71,48959
9621,연립다세대,매매,부산광역시,중구,보수동1가,33-252,0033,0252,신아주택, , ,31.6,14.55,1,2010,3,15,2200, , ,1997,흑교로78번안길 40,부산광역시 중구 보수동1가 흑교로78번안길 40,부산광역시 중구 보수동1가 흑교로78번안길 40,384584,180624,정좌표,2611012000100410259,새주소,부산광역시 중구 흑교로78번안길 40,부산광역시 중구 보수동1가 41-259,48959
9622,연립다세대,매매,부산광역시,중구,보수동1가,41-1385,0041,1385,신제빌라A동, , ,58.89,16.37,4,2010,10,7,3900, , ,1996,보동길 87,부산광역시 중구 보수동1가 보동길 87,부산광역시 중구 보수동1가 보동길 87,384601,180605,정좌표,2611012000100411385,새주소,부산광역시 중구 보동길 87,부산광역시 중구 보수동1가 41-1385,48959
